geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene2470,0.000000,0.000000,0.000000,3.531361,0.000000,0.000000,0.000000
gene2471,0.066335,0.839813,26.835718,0.000000,34.836619,1.235025,13.797782
gene2472,0.000000,0.000000,22.327181,15.282463,1.821942,9.811220,5.046454
gene2473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2474,303.782378,316.927903,189.959205,246.606383,297.281017,316.454915,229.854034
gene2475,0.032320,1.038676,0.216952,0.010607,1.106947,0.012559,1.873691
gene2476,0.032773,1.531995,0.000000,0.000000,0.000000,0.000000,0.138180
gene2477,0.000000,0.000000,1.076406,0.000000,25.935041,27.690149,0.000000
gene2478,0.000000,0.598431,0.177414,12.204327,0.804636,3.296770,2.590861
gene2479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2480,0.000000,8.410135,3.712485,11.122613,4.088598,0.073986,11.085761
gene2481,0.000000,0.000000,0.000000,0.000000,0.000000,7.379907,2.931542
gene2482,0.000000,0.000000,0.000000,0.000000,0.103330,0.000000,0.000000
gene2483,0.000000,0.000000,0.000000,0.000000,0.000000,0.056894,0.000000
gene2484,0.000000,0.000000,0.000000,0.000000,0.000000,0.248567,0.000000
gene2485,0.054045,17.526190,5.272363,13.338029,0.411331,0.000000,10.481669
gene2486,6.439990,0.000000,0.243974,0.000000,0.000000,0.264813,0.000000
gene2487,0.000000,0.016406,0.000000,0.000000,0.000000,2.500662,0.284111
gene2488,48.139675,0.163507,0.128803,0.062974,0.000000,0.000000,11.056546
gene2489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2490,0.000000,0.000000,0.000000,0.404276,0.000000,0.000000,0.000000
gene2491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2492,0.000000,0.000000,0.000000,0.000000,44.751339,12.119436,18.054061
gene2493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2494,0.172176,25.566152,21.570303,82.829961,0.218372,98.206809,55.039791
gene2495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2496,0.000000,0.000000,0.000000,0.539488,6.776939,0.000000,0.000000
gene2497,0.000000,0.000000,0.000000,0.000000,26.520845,0.000000,10.323798
gene2498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2499,0.000000,0.000000,0.043593,0.000000,2.656714,0.000000,4.265725
gene2500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2501,17.014656,20.175240,16.009146,24.564826,15.166375,23.761459,21.675186
gene2502,0.000000,30.619358,0.000000,0.000000,0.000000,0.000000,34.158837
gene2503,257.407543,270.967088,117.685290,128.975600,130.496814,164.956158,91.901896
gene2504,0.000000,0.000000,0.000000,0.021835,0.000000,0.000000,0.000000
gene2505,92.705347,62.031964,133.614768,47.505550,57.275373,80.760364,43.212666
gene2506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2507,33.679362,27.047584,8.739511,0.076758,2.188032,0.181768,10.066524
gene2508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2509,132.149790,8.153001,137.213495,111.973164,39.160926,120.378994,62.136975
gene2510,2.801668,30.084538,40.672343,22.372136,39.483273,28.303638,95.032968
gene2511,5.445980,7.714306,15.532212,9.748920,4.429195,6.844824,45.080622
gene2512,0.000000,0.000000,0.568034,0.000000,0.268358,0.000000,0.000000
gene2513,2.786434,0.656511,6.556527,6.755298,4.788797,2.759307,0.726368
gene2514,1565.098474,1630.122964,2623.443289,1200.145868,1743.394872,2040.193362,671.770919
gene2515,42.119020,66.119340,5.094199,11.207782,26.404544,47.267858,61.594135
gene2516,17.577485,2.770880,22.522889,11.454413,9.303791,15.855566,14.336327
gene2517,1.193394,1.162082,1.779998,6.788330,4.036499,8.346762,1.397521
gene2518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2519,0.000000,6.867116,0.845828,28.104530,0.092215,7.288106,28.504632
gene2520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2521,0.000000,3.972464,0.012633,0.528075,4.028481,4.300023,5.514617
gene2522,0.013756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2523,8.557532,3.340400,1.139371,0.742737,0.179425,18.797717,2.435182
gene2524,14.167473,3.192009,22.671015,10.011591,4.467783,12.043990,4.353967
gene2525,0.000000,0.000000,0.000000,15.916837,0.050927,9.797426,0.000000
gene2526,0.043181,0.021024,0.154572,0.113364,0.054769,1.342261,0.000000
gene2527,0.000000,0.000000,4.763461,0.000000,0.000000,0.000000,0.000000
gene2528,23.672588,0.182603,5.621969,0.000000,2.735284,5.464639,0.000000
gene2529,0.000000,2.757885,0.000000,0.000000,0.000000,0.000000,0.000000
gene2530,9.428189,0.035450,0.032581,0.000000,0.000000,10.524156,12.764421
gene2531,0.004901,0.171813,2.929992,2.110165,0.024866,0.099026,0.895377
gene2532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2538,0.080207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2561,73.042759,19.905798,31.360816,25.909265,0.000000,54.476045,8.207094
gene2562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2575,0.000000,0.000000,3.464289,0.000000,0.000000,0.000000,0.000000
gene2576,0.829541,0.000000,9.403069,1.996309,0.000000,0.000000,0.971392
gene2577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2589,11.760589,20.337568,42.710034,36.928965,23.105155,37.967156,51.629338
gene2590,0.000000,0.319363,0.587016,0.000000,0.000000,0.000000,0.000000
gene2591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2597,0.000000,0.191070,0.070241,29.774169,10.751619,1.829772,0.000000
gene2598,117.535795,96.458102,161.852799,141.816069,118.201527,311.955830,106.703097
gene2599,156.489641,252.887815,144.806703,320.478191,264.751995,261.819649,171.422874
gene2600,0.000000,0.000000,0.000000,6.789001,0.000000,0.000000,0.487110
gene2601,22.976486,6.249076,69.066242,74.346182,121.518997,61.259501,80.059177
gene2602,23.650050,1.445775,11.433252,0.000000,4.642320,12.611116,20.039673
gene2603,4.346972,41.673660,32.801833,15.410843,8.914984,12.623167,13.681682
gene2604,0.000000,0.000000,0.000000,0.006867,0.424664,0.788665,0.213194
gene2605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2607,0.223664,0.072603,0.133451,0.000000,0.189140,0.000000,0.104777
gene2608,18.248857,14.745333,7.607608,9.061410,10.659665,21.051735,43.348309
gene2609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2610,0.000000,28.755942,4.688829,9.417190,11.931627,7.587734,15.729407
gene2611,0.000000,0.000000,0.000000,0.059419,0.000000,10.201414,0.000000
gene2612,15.260423,56.261385,26.955543,10.450518,40.896365,53.598066,21.048882
gene2613,47.640427,6.203760,9.298395,8.552668,0.671910,7.697111,14.474290
gene2614,20.972202,29.333370,32.661959,62.693857,42.149302,45.070254,15.411374
gene2615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2617,0.058655,0.000000,14.644027,0.384974,26.916601,1.151277,8.658555
gene2618,0.000000,0.000000,0.000000,1.176000,0.000000,0.000000,0.000000
gene2619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.233467
gene2620,75.141518,141.931540,24.200845,30.848778,12.937149,16.907223,16.549138
gene2621,474.672791,197.262711,286.141845,241.703852,349.038302,216.562175,145.680378
gene2622,0.000000,7.821084,0.958387,0.000000,0.000000,1.931911,0.000000
gene2623,0.000000,0.000000,0.000000,0.955703,0.000000,0.000000,14.041973
gene2624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2625,51.109947,12.066325,23.911671,0.000000,14.980335,0.150459,0.136042
gene2626,124.491356,105.428905,145.914687,101.521521,171.094699,125.095303,120.322203
gene2627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2629,213.409122,34.544998,104.038612,140.034498,164.934396,103.132617,66.979136
gene2630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2631,14.039756,0.179115,23.704481,0.241448,6.688163,29.302950,0.000000
gene2632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2633,0.000000,0.000000,0.000000,6.632482,28.059896,0.000000,0.000000
gene2634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2635,0.000000,12.335221,1.152862,2.536705,3.267983,14.683894,23.835116
gene2636,62.212352,112.322893,0.000000,38.194874,26.326434,5.093489,60.917473
gene2637,32.548523,36.749238,57.182777,45.356962,33.054621,19.726514,42.115469
gene2638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2640,3.043973,3.517417,2.331307,5.665914,3.592311,0.094156,0.553372
gene2641,0.000000,0.000000,0.000000,1.170450,0.000000,0.000000,0.501226
gene2642,0.000000,13.497794,43.681558,12.872131,45.824583,51.338078,0.000000
gene2643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2644,0.000000,0.000000,0.000000,4.146741,0.000000,0.000000,0.000000
gene2645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2646,21.656282,24.409606,27.325734,24.399604,32.621043,15.923456,21.632418
gene2647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2648,0.188352,138.671266,139.245295,151.446463,132.842225,153.847235,45.398068
gene2649,0.057515,6.469292,9.265803,0.528520,16.196621,17.119688,0.040416
gene2650,0.000000,0.000000,0.000000,0.000000,0.000000,2.835335,0.029467
gene2651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2652,26.332200,81.774030,71.217517,115.300123,79.674059,35.170745,30.599235
gene2653,122.802605,63.995904,181.416040,146.261103,118.850608,210.301034,184.807561
gene2654,38.857643,17.481848,43.240850,10.861505,65.970653,65.220400,21.179684
gene2655,0.128350,20.082008,32.011190,0.000000,0.000000,0.000000,43.291265
gene2656,0.000000,0.437135,5.945842,0.000000,1.366544,7.116530,0.000000
gene2657,0.000000,0.106166,0.184097,1.440122,0.000000,25.097705,43.314072
gene2658,82.259100,4.670965,50.393776,53.345356,36.051870,54.595700,46.013311
gene2659,0.052040,17.865546,33.469915,6.075153,40.803028,0.000000,15.486993
gene2660,46.010896,0.000000,39.454226,0.000000,0.000000,0.000000,0.000000
gene2661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2662,0.000000,0.000000,7.888171,0.000000,0.000000,2.568586,0.000000
gene2663,31.379703,11.801830,2.140353,25.560286,7.706780,6.580269,21.323654
gene2664,133.363734,150.254984,21.334976,33.878302,115.682534,226.570224,108.187517
gene2665,0.000000,2.778042,0.000000,0.000000,0.000000,0.000000,0.000000
gene2666,11.148402,19.644031,28.743284,17.596003,16.160604,31.766921,16.971980
gene2667,25.258305,6.638338,21.774682,33.753847,27.687736,12.544166,26.705000
gene2668,0.000000,0.000000,0.000000,0.169865,0.000000,0.000000,0.000000
gene2669,10.295169,9.800895,46.524616,55.998390,34.902231,73.838398,34.711236
gene2670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2672,191.243232,117.143807,175.666077,40.460888,259.831510,134.239353,84.377030
gene2673,0.000000,0.000000,7.886898,0.000000,0.000000,16.749010,0.000000
gene2674,0.026853,7.819141,20.332646,24.182508,7.153259,6.386054,2.905941
gene2675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2676,0.000000,0.038716,0.071162,0.000000,0.000000,0.061797,0.000000
gene2677,163.272765,176.838752,163.469637,178.638856,117.679990,85.064719,107.905953
gene2678,0.000000,0.747442,0.000000,0.000000,0.000000,5.737623,0.000000
gene2679,0.000000,0.000000,0.000000,2.860276,0.000000,0.000000,0.000000
gene2680,0.000000,0.118563,0.000000,0.000000,0.000000,0.000000,0.000000
gene2681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2682,74.342153,157.068113,71.583318,222.647098,248.400176,150.798253,114.179998
gene2683,27.482895,21.458492,61.484741,116.509682,291.947981,0.000000,46.692635
gene2684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2686,71.850905,84.592497,73.678435,24.871403,96.061857,42.020183,43.054592
gene2687,196.875853,108.959797,249.321656,297.182929,81.831395,126.834341,339.408100
gene2688,0.000000,0.000000,2.176879,0.000000,0.000000,0.000000,0.000000
gene2689,50.509129,40.595990,11.340418,24.152643,0.807307,19.199917,21.385207
gene2690,0.000000,2.095501,1.283903,13.831460,4.015831,16.530681,0.000000
gene2691,14.153364,0.297481,2.314271,3.421895,23.920819,2.468967,5.695476
gene2692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2693,0.000000,0.044619,0.000000,0.000000,0.000000,0.000000,0.000000
gene2694,0.000000,0.000000,0.000000,10.117685,4.797782,0.083192,3.961623
gene2695,24.686132,3.731686,30.140729,74.341963,30.660009,33.903599,37.697427
gene2696,24.169057,23.984515,9.671658,17.581463,20.320711,14.607631,21.320834
gene2697,0.000000,0.000000,0.129547,0.000000,0.000000,0.000000,0.000000
gene2698,5.451254,27.767980,0.000000,0.000000,6.914747,14.216670,0.000000
gene2699,0.000000,0.000000,0.085558,20.015959,17.219176,39.301156,62.338148
gene2700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2701,0.000000,0.000000,0.000000,0.426010,0.000000,0.000000,7.794777
gene2702,0.000000,0.000000,0.000000,0.000000,0.114797,0.070332,0.000000
gene2703,50.345656,26.994369,23.759371,41.874554,63.385644,48.201485,6.023298
gene2704,0.000000,0.189728,0.000000,0.000000,7.784632,4.491816,12.366804
gene2705,11.255582,12.298557,56.821750,22.589004,18.584676,24.018106,30.349365
gene2706,0.033056,19.379115,37.573093,3.731853,80.339596,54.821928,35.585638
gene2707,0.856722,0.000000,4.170997,0.539817,5.737712,2.556645,0.000000
gene2708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2709,146.896630,241.041600,72.972519,265.289566,101.756695,145.347082,265.506219
gene2710,27.587216,30.629106,71.033643,40.492480,16.242710,14.607238,7.712470
gene2711,0.000000,0.000000,0.076224,0.000000,0.000000,0.066189,0.000000
gene2712,0.000000,13.986760,0.000000,0.000000,0.000000,0.000000,14.074238
gene2713,0.000000,0.000000,0.000000,0.000000,3.519830,0.000000,0.000000
gene2714,0.000000,0.000000,0.289319,0.000000,0.000000,0.000000,0.000000
gene2715,0.000000,15.927653,0.015114,0.011084,0.000000,0.026249,0.000000
gene2716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2719,37.086393,35.655119,43.830203,35.514429,65.079956,43.862508,24.907708
gene2720,271.883180,221.160678,298.701205,215.524755,145.562213,174.792665,270.307906
gene2721,1.435151,27.692659,17.175114,0.000000,0.000000,10.388674,0.000000
gene2722,41.398856,0.000000,0.000000,0.000000,0.116311,0.071260,6.378775
gene2723,134.897380,114.096877,152.213088,162.764346,186.440742,59.662079,145.139560
gene2724,33.100554,19.399329,92.346209,82.965854,52.587100,78.070813,39.414888
gene2725,298.066743,129.175174,272.385308,99.241123,175.000098,77.854384,274.022281
gene2726,0.000000,0.000000,0.000000,0.000000,0.140384,7.310765,0.000000
