geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene10380,29.677783,0.855505,9.828071,26.966047,19.241001,9.421583,10.391331
gene10381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10382,0.000000,0.000000,2.603195,0.000000,0.497634,10.388834,0.000000
gene10383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10386,0.000000,0.000000,2.219086,0.000000,0.902979,9.295650,50.548079
gene10387,2.738848,2.474697,0.454870,0.148263,11.174587,0.702192,10.039388
gene10388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10389,0.000000,0.000000,0.000000,0.000000,0.000000,0.195008,0.000000
gene10390,0.000000,0.000000,0.000000,3.900073,0.000000,0.059972,0.271126
gene10391,0.000000,0.000000,0.000000,0.030621,0.000000,0.000000,0.000000
gene10392,0.000000,10.240349,34.839421,0.000000,31.648192,28.780228,39.745258
gene10393,24.626930,13.823064,30.184679,25.006056,37.847196,11.053361,45.363165
gene10394,0.000000,0.000000,2.600279,0.000000,0.044944,0.000000,0.000000
gene10395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10397,3.489633,10.483170,17.310308,9.239673,39.914395,22.546678,13.881816
gene10398,72.399530,125.746073,113.047248,108.916452,76.956347,80.743397,104.300881
gene10399,0.000000,0.000000,25.434462,0.000000,0.000000,0.000000,0.000000
gene10400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035567
gene10402,0.000000,0.000000,1.464525,1.253044,0.000000,0.000000,0.000000
gene10403,0.000000,0.016204,0.000000,0.000000,0.000000,0.000000,0.011692
gene10404,0.092937,9.189847,0.000000,0.000000,0.000000,0.048152,0.000000
gene10405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10407,0.010334,3.431639,1.942237,5.846727,9.831168,2.088059,2.468907
gene10408,128.462693,56.873773,92.670564,206.861768,184.187331,109.669040,189.700326
gene10409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10411,37.677189,15.812396,0.441195,23.337019,24.543296,50.966132,35.336865
gene10412,25.281704,45.869988,3.831239,33.452548,23.833708,24.470907,32.846063
gene10413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10414,0.000000,0.000000,7.392224,0.000000,9.153569,1.283783,0.000000
gene10415,37.693633,52.858572,70.062590,62.669187,72.957082,64.769808,38.188215
gene10416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.157328
gene10417,0.000000,0.000000,0.521995,3.691428,5.601506,11.105004,2.810296
gene10418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10419,1.154637,1.900794,0.836548,6.098982,1.604102,2.672870,5.293778
gene10420,6.333276,8.565348,30.414907,26.621829,43.641170,23.867440,43.570817
gene10421,0.271124,0.000000,0.000000,0.000000,0.000000,0.000000,0.152416
gene10422,30.266746,9.348591,13.847194,12.406984,8.034356,6.665748,12.425003
gene10423,0.826374,0.086225,14.369677,0.348693,10.557427,2.247816,8.254180
gene10424,116.584954,135.361064,31.545115,121.153741,159.711201,96.345880,102.432653
gene10425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10426,15.122486,12.170166,20.688039,41.258363,21.876550,36.468410,29.483108
gene10427,0.000000,0.000000,0.000000,0.214844,0.000000,0.000000,0.057499
gene10428,0.000000,14.451499,5.399324,0.578058,5.362299,2.977316,0.000000
gene10429,0.146935,1.037389,77.850302,23.049719,0.559142,0.000000,52.553068
gene10430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10431,0.000000,0.018244,0.000000,0.000000,0.000000,0.000000,0.000000
gene10432,0.000000,0.000000,0.271829,0.000000,0.000000,0.000000,0.000000
gene10433,0.000000,0.000000,0.000000,0.031255,0.000000,4.320456,0.000000
gene10434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10435,0.000000,0.000000,0.000000,0.000000,0.064634,0.000000,0.000000
gene10436,0.000000,0.000000,0.917471,2.691378,24.576208,8.126038,1.584739
gene10437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10443,0.000000,2.451357,0.000000,0.000000,0.000000,0.000000,0.000000
gene10444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10469,0.142255,19.348820,16.381874,13.881414,25.702417,23.143147,0.799706
gene10470,5.078297,1.466377,0.000000,0.038759,0.000000,0.000000,0.000000
gene10471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10472,7.025912,1.142526,6.784678,12.671015,9.876276,10.817009,2.529447
gene10473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10475,0.000000,0.000000,1.484651,0.000000,0.000000,0.000000,0.000000
gene10476,198.418362,240.130716,251.258745,610.577275,296.762142,232.010625,234.091982
gene10477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10478,0.162919,0.237986,11.737943,10.880688,1.859946,27.158944,14.138570
gene10479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10480,0.000000,0.038385,0.000000,0.000000,0.000000,0.000000,0.000000
gene10481,5.507661,0.000000,10.038762,2.190164,0.050996,10.060471,0.000000
gene10482,0.000000,0.000000,0.000000,0.000000,0.000000,0.061891,0.559606
gene10483,0.190503,3.524922,0.000000,3.157299,5.014304,0.000000,0.000000
gene10484,88.285203,132.800958,61.519277,86.512427,109.430623,105.793297,43.609076
gene10485,0.000000,26.674111,0.145488,0.000000,0.000000,0.000000,42.606656
gene10486,50.727895,36.434230,161.775632,32.611669,56.470197,47.648816,34.215214
gene10487,0.000000,2.605087,23.941731,0.000000,0.000000,0.000000,0.000000
gene10488,33.559624,43.932456,35.870820,34.996365,57.225114,31.294821,106.233429
gene10489,9.339743,0.000000,0.000000,0.000000,1.299199,0.000000,0.000000
gene10490,0.000000,0.000000,4.072224,0.000000,0.000000,0.000000,1.635226
gene10491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10496,1.805363,9.548557,23.000064,14.962873,4.939117,12.874712,36.911947
gene10497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10499,13.908449,18.400468,0.000000,11.540631,0.000000,10.044421,4.195235
gene10500,0.026725,0.000000,0.000000,0.245585,3.525695,0.041540,0.000000
gene10501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10502,54.595233,2.097903,3.050368,12.367063,23.410955,10.295089,0.180750
gene10503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10504,19.495357,0.396993,3.188717,0.535146,0.043092,13.438240,0.000000
gene10505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10508,0.042757,0.055519,0.178585,0.710976,22.382047,5.006612,4.687125
gene10509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10510,41.514432,34.609874,26.207966,36.017179,42.700272,40.797729,58.520537
gene10511,0.067986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10515,0.000000,7.644645,0.000000,0.000000,0.000000,0.000000,0.000000
gene10516,34.254254,25.571162,25.609058,24.354087,16.082217,17.898239,21.986371
gene10517,0.000000,0.000000,0.000000,0.039429,0.000000,0.000000,0.000000
gene10518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10519,0.000000,0.000000,1.267228,0.000000,1.975660,33.782771,0.000000
gene10520,18.482495,2.735884,2.622670,1.129327,0.750241,3.092186,9.256695
gene10521,0.000000,0.000000,17.086912,0.000000,2.991203,0.070485,0.000000
gene10522,0.000000,0.314042,0.000000,0.000000,0.000000,0.167078,0.000000
gene10523,13.576421,5.109069,0.317260,9.539426,2.158330,18.567876,13.251659
gene10524,40.548085,17.550172,22.861616,91.287277,73.947438,58.884678,13.214275
gene10525,0.000000,0.000000,0.135386,0.000000,0.000000,0.000000,0.000000
gene10526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10527,0.000000,0.000000,0.000000,0.000000,32.326933,0.000000,0.000000
gene10528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10529,0.408413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10530,0.346212,43.019046,20.060824,32.117250,35.914292,26.727153,44.133553
gene10531,0.016310,0.000000,3.620190,5.352703,11.751386,18.683767,3.690441
gene10532,0.111168,12.149152,0.176881,3.832232,2.538264,1.382330,2.725411
gene10533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10534,0.000000,11.493764,0.522359,22.601839,9.706654,2.419103,2.050605
gene10535,39.364989,5.760833,69.116669,49.050199,15.771648,28.787771,16.825508
gene10536,43.410845,66.640851,34.256127,1.087549,29.214735,23.436036,0.000000
gene10537,0.000000,0.000000,0.035244,0.404388,0.000000,0.000000,0.000000
gene10538,0.000000,1.165217,5.577523,18.979404,0.063240,16.195514,2.767587
gene10539,33.345116,15.104122,14.398866,21.423012,6.422160,6.211566,5.833098
gene10540,0.000000,4.967929,0.000000,14.023443,2.212320,5.489545,0.306383
gene10541,41.191394,7.810811,64.862587,19.704212,3.124881,29.296623,38.687411
gene10542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636787
gene10543,0.000000,0.049932,0.000000,0.000000,0.000000,0.000000,0.000000
gene10544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10545,14.343030,0.000000,1.209044,0.000000,0.000000,0.000000,0.000000
gene10546,45.904527,34.802038,27.213388,69.073533,37.150231,90.275904,31.632937
gene10547,38.794657,14.912532,0.043234,4.280635,0.000000,5.443834,0.033944
gene10548,0.000000,32.224097,0.720727,10.907566,8.264741,77.205053,0.000000
gene10549,0.869750,0.000000,0.000000,0.000000,0.347738,0.000000,0.000000
gene10550,0.884362,0.316372,21.451597,6.065340,0.045788,22.442380,8.471898
gene10551,49.186590,71.921020,80.815750,86.629404,142.168558,109.186043,73.992432
gene10552,0.035293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10553,0.000000,0.000000,0.000000,0.000000,22.207139,0.000000,0.000000
gene10554,134.107360,54.591892,53.450836,93.569545,39.908866,30.301621,3.023778
gene10555,0.341743,56.482205,18.351868,110.873986,17.835462,27.849253,142.508333
gene10556,0.019526,0.000000,0.034951,0.000000,0.049537,0.000000,0.000000
gene10557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10558,20.474309,26.171134,8.917693,24.803995,2.106503,2.832999,5.350791
gene10559,176.372788,198.745633,223.561857,255.596253,172.765914,196.833493,246.843505
gene10560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028250
gene10561,0.000000,0.000000,0.000000,0.000000,0.000000,0.034704,0.000000
gene10562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10563,10.790572,37.300880,3.637647,0.563607,0.000000,8.986703,15.149664
gene10564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10565,0.145682,0.141873,1.303871,0.191244,0.000000,0.566097,0.921340
gene10566,1178.103034,1264.030752,1819.331526,858.432188,1648.108297,1345.432875,1372.857749
gene10567,0.000000,0.000000,0.422809,0.000000,21.572828,0.000000,0.000000
gene10568,0.000000,0.000000,0.000000,0.000000,0.000000,0.025408,0.000000
gene10569,0.000000,9.042492,10.513671,0.000000,2.684370,0.000000,0.030348
gene10570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10571,0.000000,0.000000,0.105276,0.000000,0.000000,0.000000,0.000000
gene10572,4.462436,3.718965,8.218294,0.563275,18.886797,1.934116,12.422469
gene10573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10576,0.000000,0.000000,27.469853,0.000000,6.759785,5.661809,0.000000
gene10577,0.000000,0.000000,0.000000,0.000000,0.000000,7.141682,0.000000
gene10578,0.000000,10.100180,0.000000,0.000000,0.000000,0.066891,0.000000
gene10579,4.763828,30.241166,23.476604,46.658367,17.158887,26.754090,20.663943
gene10580,0.035225,0.000000,9.331988,0.046242,0.089366,24.693093,0.000000
gene10581,44.317553,91.574031,86.745445,96.092897,38.198555,52.472913,80.783060
gene10582,0.000000,34.102984,15.354760,15.823235,0.000000,11.264131,24.435402
gene10583,19.993114,0.687189,16.630973,25.449896,25.778954,24.644786,14.313678
gene10584,0.471089,0.000000,0.000000,0.000000,0.000000,0.000000,0.353102
gene10585,31.603038,16.453274,24.219977,35.720005,53.439949,22.397364,84.593396
gene10586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10588,0.000000,0.000000,0.000000,43.158974,6.453912,24.029903,4.125163
gene10589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10590,0.000000,1.211382,1.029035,14.403350,5.861839,4.777896,11.155625
gene10591,23.967751,33.200807,30.086264,34.069459,34.724305,12.099119,32.003184
gene10592,0.129409,0.000000,0.000000,13.420626,0.000000,0.402290,0.000000
gene10593,0.045679,22.596272,2.452778,18.528358,10.776689,12.843842,26.639449
gene10594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10595,0.000000,0.000000,0.000000,1.404199,0.000000,0.000000,0.000000
gene10596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10598,14.641841,35.432113,1.941379,1.379270,28.976917,2.713054,1.166993
gene10599,74.634230,9.486309,50.629681,23.784806,29.565641,22.270826,12.196605
gene10600,0.000000,0.705448,0.000000,4.383606,0.000000,0.000000,0.000000
gene10601,0.000000,0.000000,0.000000,0.000000,0.000000,0.068880,0.000000
gene10602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10604,0.000000,0.000000,0.000000,0.000000,0.042902,0.000000,0.000000
gene10605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10606,14.130451,4.586029,5.268402,20.093032,16.427534,6.405203,12.408955
gene10607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10608,0.000000,0.000000,0.000000,0.240778,14.423918,1.995617,0.515483
gene10609,4.505471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10610,0.000000,0.000000,0.000000,0.000000,0.000000,0.034503,0.000000
gene10611,23.852963,56.390467,20.413760,25.215309,35.368594,26.246904,21.836697
gene10612,0.022988,2.149136,13.496847,0.000000,12.130611,10.790758,0.064615
gene10613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10616,14.296955,9.213840,74.463885,31.661686,65.075072,132.400202,89.658857
gene10617,0.277214,0.000000,7.514200,24.512145,4.219754,0.000000,7.680664
gene10618,0.000000,0.000000,0.000000,0.089060,0.028686,0.000000,0.015891
gene10619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10620,0.000000,3.230071,0.147010,0.026953,6.198627,0.000000,0.028856
gene10621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10623,11.803936,48.871363,53.303593,51.175142,42.452663,22.934153,27.829550
gene10624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10625,89.251536,27.966511,12.814389,74.785370,6.888958,78.018066,82.338208
gene10626,0.000000,0.000000,0.000000,0.708534,0.000000,0.000000,0.000000
gene10627,61.756762,26.938138,39.052392,68.939466,115.000715,52.013324,6.834440
gene10628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10629,0.000000,0.000000,0.000000,0.044856,2.427280,1.327784,0.000000
gene10630,2.133736,4.370248,1.424701,29.944542,29.429149,10.818216,31.272586
gene10631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10632,0.000000,0.017585,1.907032,0.829653,0.000000,0.000000,4.415683
gene10633,0.080694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10634,969.145196,901.833614,1602.750539,1615.755573,2096.331702,2045.470944,1954.535235
gene10635,234.986229,176.848116,29.314786,199.796587,61.000159,136.824921,125.802582
gene10636,75.503434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10639,14.410508,0.276126,6.299518,9.283534,0.169257,4.225703,3.070711
gene10640,4.735872,57.189353,24.850699,34.779753,35.358134,84.253643,0.152133
gene10641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10642,27.758153,62.143584,84.494860,79.757863,82.609685,99.870989,65.417387
gene10643,336.861017,165.643769,208.357096,243.840629,389.592493,164.453492,326.842316
gene10644,35.537041,31.186986,29.552959,28.359651,48.717681,37.522079,10.668982
gene10645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10648,0.012402,0.024154,8.324522,0.097680,0.597783,0.520455,0.052287
gene10649,6.360590,0.000000,0.330270,0.012748,1.527453,0.724508,0.900746
gene10650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10654,0.518370,11.610785,58.271900,15.923479,19.726574,52.694318,61.341500
gene10655,36.723884,86.854637,3.199117,53.355623,78.542307,49.822991,27.548006
gene10656,54.028174,15.910679,117.038684,3.694920,9.110600,43.698795,3.091824
gene10657,65.073566,32.645249,84.807537,31.601665,78.945770,18.267592,1.642339
gene10658,0.000000,23.370096,147.932110,63.378490,112.036881,21.629816,90.003379
gene10659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10660,21.267605,44.341497,60.046087,22.885153,9.156149,37.364511,34.373086
gene10661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10662,0.510395,18.774946,4.858803,0.000000,1.706877,5.372993,0.000000
gene10663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10664,56.580849,46.862912,30.132992,28.640510,47.399566,16.929042,7.172124
gene10665,2.579153,31.526213,10.984624,7.939052,9.777309,6.773602,0.499964
gene10666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10667,25.516493,42.956496,14.836797,76.586047,17.266356,64.117980,72.231843
gene10668,120.576813,41.447609,2.869954,10.571567,19.505901,79.180369,4.352951
gene10669,181.460387,126.387719,141.558122,140.212307,152.142653,107.489848,127.064902
gene10670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.295350
gene10672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10673,48.332824,30.442745,23.325547,55.545089,21.179133,31.258922,22.661896
gene10674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10676,0.103147,0.000000,5.485678,1.961723,0.000000,3.372108,1.034102
gene10677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10678,5.825218,13.292401,5.366988,0.374856,27.890926,43.940301,29.135383
gene10679,216.175586,94.724419,87.894592,132.232206,92.078642,63.123309,51.886370
gene10680,0.320116,0.000000,0.000000,17.544718,0.000000,0.000000,0.449894
gene10681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10683,18.070430,10.462337,2.923313,14.149624,51.039872,32.368370,21.922119
gene10684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10685,29.378495,24.668236,3.143997,6.953158,12.845749,4.990851,27.789386
gene10686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10688,0.000000,0.068148,0.000000,0.000000,0.000000,0.000000,0.000000
gene10689,0.000000,0.000000,0.000000,0.000000,6.448612,0.217081,0.000000
gene10690,0.000000,0.000000,0.000000,4.003851,0.000000,0.000000,0.000000
gene10691,0.000000,6.047724,0.000000,0.000000,0.000000,0.000000,0.000000
gene10692,0.000000,0.318031,0.000000,0.000000,0.000000,0.253808,11.473991
gene10693,0.032788,38.029752,33.219559,0.731728,0.000000,0.000000,10.598589
gene10694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10695,63.507360,86.358615,61.128952,105.830307,96.684149,76.897020,63.089488
gene10696,0.000000,0.000000,22.313258,0.000000,34.576347,38.779241,12.146350
gene10697,20.640043,0.000000,37.741626,0.039671,5.213374,44.103119,4.204622
gene10698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10700,0.086073,14.626504,22.570854,20.225148,20.744176,11.237811,51.590652
gene10701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10703,0.000000,0.000000,1.236025,104.877694,10.160523,0.000000,0.000000
gene10704,0.000000,0.000000,0.000000,0.300944,0.145400,0.000000,0.040273
gene10705,0.000000,0.000000,0.018409,0.000000,0.000000,0.000000,0.000000
gene10706,14.447187,0.604110,14.581376,9.686338,18.305486,7.256900,34.711993
gene10707,10.011602,13.075439,7.821418,29.487502,10.977655,24.924566,12.490357
gene10708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10709,6.199707,53.543839,23.158070,9.651999,29.962167,4.937657,16.633950
gene10710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10711,4.096020,59.802424,40.816621,91.663852,2.782002,29.877923,47.729708
gene10712,104.611939,0.000000,81.327417,52.960319,91.372618,52.420497,56.608969
gene10713,0.000000,20.378084,21.431392,11.374853,14.320780,0.000000,6.265715
gene10714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene10717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.517046
gene10718,32.242913,242.091836,334.010851,228.293952,267.891336,340.055140,68.099464
gene10719,0.000000,0.459495,0.052787,7.394059,1.122223,4.812855,1.036119
gene10720,145.379064,104.551078,125.330776,80.772675,99.258021,68.859029,112.833405
gene10721,0.000000,0.000000,0.000000,0.000000,0.070674,0.043300,0.000000
gene10722,41.366691,22.671308,36.695239,24.825751,13.098912,21.511647,13.954461
gene10723,123.659802,116.635630,107.973064,66.109840,104.546944,51.135958,46.804499
gene10724,71.956599,20.493682,17.095675,26.642058,18.469169,7.313220,6.579590
gene10725,0.000000,0.000000,0.100591,31.130953,0.000000,0.087346,0.000000
gene10726,81.031362,96.206301,35.588471,125.395621,149.749672,85.155292,44.209788
gene10727,0.000000,0.000000,0.000000,0.000000,1.208266,0.092533,0.000000
